Precinct,1st Choice,2nd Choice,3rd Choice,Count
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,UWI,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Billy Menz,Billy Menz,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,UWI,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Billy Menz,Billy Menz,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,undervote,1
MINNEAPOLIS W-1 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,undervote,1
MINNEAPOLIS W-1 P-03,Billy Menz,UWI,UWI,1
MINNEAPOLIS W-1 P-03,Billy Menz,undervote,undervote,1
MINNEAPOLIS W-1 P-03,Chris Meyer,undervote,undervote,1
